high_five,2013-07-22T20:47:12+00:00,Lisa,Barney,
comment,2013-07-22T20:55:46+00:00,Lisa,,Where's the any key?
comment,2013-07-22T21:04:36+00:00,Kearny,,Hiya Homah
high_five,2013-07-22T21:19:52+00:00,Kearny,Doris,
high_five,2013-07-22T22:10:58+00:00,Lionel,Wendall,
high_five,2013-07-22T22:54:41+00:00,Kearny,Wendall,
entry,2013-07-22T23:53:02+00:00,Troy,,
high_five,2013-07-23T00:17:36+00:00,Edna,Nelson,
high_five,2013-07-23T00:55:14+00:00,Homer,Edna,
high_five,2013-07-23T01:28:59+00:00,Kearny,Ralph,
entry,2013-07-23T02:12:57+00:00,Uder,,
high_five,2013-07-23T02:44:36+00:00,Edna,Homer,
comment,2013-07-23T02:44:42+00:00,Nelson,,I think I'll just order a tab
exit,2013-07-23T03:44:25+00:00,Wendall,,
entry,2013-07-23T04:06:54+00:00,Edna,,
exit,2013-07-23T04:18:35+00:00,Marge,,
exit,2013-07-23T04:19:13+00:00,Kearny,,
comment,2013-07-23T04:35:02+00:00,Marge,,sleep: that's where I'm a real viking
entry,2013-07-23T04:56:57+00:00,Waylon,,
exit,2013-07-23T04:57:34+00:00,Ralph,,
entry,2013-07-23T05:33:42+00:00,Lisa,,
exit,2013-07-23T05:56:33+00:00,Edna,,
comment,2013-07-23T05:58:43+00:00,Lisa,,i don't feel right
high_five,2013-07-23T06:00:29+00:00,Edna,Kearny,
comment,2013-07-23T06:23:59+00:00,Lionel,,Where's the any key?
exit,2013-07-23T07:06:58+00:00,Lisa,,
entry,2013-07-23T07:37:58+00:00,Barney,,
entry,2013-07-23T08:14:46+00:00,Lionel,,
entry,2013-07-23T08:37:51+00:00,Ralph,,
high_five,2013-07-23T09:19:29+00:00,Troy,Edna,
exit,2013-07-23T09:35:03+00:00,Ralph,,
high_five,2013-07-23T10:15:43+00:00,Lionel,Kearny,
comment,2013-07-23T10:20:27+00:00,Edna,,My cat's name is mittens
exit,2013-07-23T10:41:28+00:00,Barney,,
entry,2013-07-23T11:24:30+00:00,Kearny,,
comment,2013-07-23T11:29:43+00:00,Uder,,i don't feel right
entry,2013-07-23T11:58:13+00:00,Barney,,
entry,2013-07-23T12:10:29+00:00,Marge,,
exit,2013-07-23T12:20:51+00:00,Nelson,,
high_five,2013-07-23T12:57:15+00:00,Troy,Uder,
entry,2013-07-23T13:11:03+00:00,Kearny,,
comment,2013-07-23T13:57:44+00:00,Nelson,,Doh!
high_five,2013-07-23T14:45:27+00:00,Edna,Troy,
entry,2013-07-23T15:41:23+00:00,Homer,,
high_five,2013-07-23T16:13:09+00:00,Ralph,Kearny,
entry,2013-07-23T16:27:09+00:00,Lisa,,
high_five,2013-07-23T17:05:29+00:00,Troy,Marge,
high_five,2013-07-23T17:48:22+00:00,Troy,Lisa,
exit,2013-07-23T18:38:37+00:00,Lionel,,
entry,2013-07-23T18:55:31+00:00,Doris,,
high_five,2013-07-23T19:11:25+00:00,Homer,Waylon,
high_five,2013-07-23T20:02:57+00:00,Lisa,Uder,
entry,2013-07-23T20:30:45+00:00,Wendall,,
exit,2013-07-23T21:01:47+00:00,Waylon,,
exit,2013-07-23T21:03:36+00:00,Nelson,,
entry,2013-07-23T21:05:06+00:00,Lisa,,
exit,2013-07-23T21:08:40+00:00,Homer,,
exit,2013-07-23T21:10:30+00:00,Barney,,
entry,2013-07-23T22:01:26+00:00,Ralph,,
entry,2013-07-23T22:21:53+00:00,Homer,,
high_five,2013-07-23T22:41:00+00:00,Wendall,Barney,
comment,2013-07-23T22:44:05+00:00,Nelson,,Doh!
exit,2013-07-23T23:00:44+00:00,Barney,,
comment,2013-07-23T23:23:12+00:00,Barney,,Where's the any key?
entry,2013-07-23T23:23:43+00:00,Lisa,,
entry,2013-07-23T23:50:46+00:00,Troy,,
entry,2013-07-24T00:04:13+00:00,Nelson,,
high_five,2013-07-24T00:45:41+00:00,Kearny,Nelson,
high_five,2013-07-24T01:37:22+00:00,Doris,Barney,
entry,2013-07-24T01:57:31+00:00,Nelson,,
exit,2013-07-24T02:41:59+00:00,Waylon,,
entry,2013-07-24T02:45:14+00:00,Troy,,
comment,2013-07-24T03:44:02+00:00,Wendall,,Hiya Homah
exit,2013-07-24T03:45:41+00:00,Homer,,
entry,2013-07-24T03:52:11+00:00,Lionel,,
comment,2013-07-24T04:36:49+00:00,Lisa,,sleep: that's where I'm a real viking
high_five,2013-07-24T05:28:46+00:00,Lionel,Homer,
high_five,2013-07-24T05:50:26+00:00,Waylon,Kearny,
exit,2013-07-24T06:48:13+00:00,Troy,,
exit,2013-07-24T06:52:25+00:00,Marge,,
entry,2013-07-24T07:49:53+00:00,Marge,,
high_five,2013-07-24T07:51:21+00:00,Barney,Homer,
high_five,2013-07-24T08:02:40+00:00,Uder,Waylon,
comment,2013-07-24T08:45:20+00:00,Marge,,sleep: that's where I'm a real viking
exit,2013-07-24T09:29:33+00:00,Ralph,,
entry,2013-07-24T09:31:56+00:00,Kearny,,
entry,2013-07-24T10:31:39+00:00,Kearny,,
exit,2013-07-24T11:03:49+00:00,Nelson,,
entry,2013-07-24T12:03:31+00:00,Uder,,
entry,2013-07-24T13:00:43+00:00,Doris,,
entry,2013-07-24T13:34:25+00:00,Waylon,,
exit,2013-07-24T13:44:26+00:00,Waylon,,
high_five,2013-07-24T14:17:33+00:00,Marge,Troy,
entry,2013-07-24T15:12:15+00:00,Waylon,,
exit,2013-07-24T15:53:24+00:00,Ralph,,
entry,2013-07-24T16:22:40+00:00,Edna,,
comment,2013-07-24T17:20:19+00:00,Homer,,My cat's name is mittens
high_five,2013-07-24T17:41:22+00:00,Ralph,Doris,
entry,2013-07-24T18:23:32+00:00,Lionel,,
exit,2013-07-24T18:53:32+00:00,Marge,,
comment,2013-07-24T19:36:46+00:00,Nelson,,Excellent
high_five,2013-07-24T19:57:01+00:00,Lionel,Lisa,
comment,2013-07-24T20:52:58+00:00,Wendall,,My cat's name is mittens
high_five,2013-07-24T21:30:45+00:00,Waylon,Uder,
comment,2013-07-24T22:26:47+00:00,Troy,,My cat's name is mittens
entry,2013-07-24T22:31:36+00:00,Ralph,,
exit,2013-07-24T23:19:29+00:00,Uder,,
comment,2013-07-24T23:55:30+00:00,Wendall,,i don't feel right
exit,2013-07-25T00:37:50+00:00,Lisa,,
high_five,2013-07-25T01:23:57+00:00,Wendall,Lisa,
exit,2013-07-25T01:42:44+00:00,Nelson,,
exit,2013-07-25T02:01:28+00:00,Wendall,,
comment,2013-07-25T02:01:47+00:00,Doris,,Doh!
entry,2013-07-25T02:31:45+00:00,Lisa,,
high_five,2013-07-25T03:03:11+00:00,Kearny,Ralph,
high_five,2013-07-25T03:40:18+00:00,Wendall,Lisa,
comment,2013-07-25T03:59:16+00:00,Ralph,,My cat's name is mittens
exit,2013-07-25T03:59:36+00:00,Wendall,,
comment,2013-07-25T04:32:17+00:00,Lionel,,Where's the any key?
exit,2013-07-25T05:00:31+00:00,Edna,,
entry,2013-07-25T05:16:57+00:00,Lisa,,
comment,2013-07-25T06:06:35+00:00,Uder,,sleep: that's where I'm a real viking
exit,2013-07-25T06:58:41+00:00,Marge,,
comment,2013-07-25T07:13:11+00:00,Waylon,,Hiya Homah
entry,2013-07-25T07:46:26+00:00,Barney,,
exit,2013-07-25T08:25:30+00:00,Marge,,
high_five,2013-07-25T08:26:58+00:00,Troy,Barney,
comment,2013-07-25T08:58:04+00:00,Lisa,,Where's the any key?
exit,2013-07-25T09:34:54+00:00,Nelson,,
comment,2013-07-25T10:00:01+00:00,Wendall,,Where's the any key?
comment,2013-07-25T10:12:15+00:00,Doris,,Where's the any key?
comment,2013-07-25T10:25:55+00:00,Ralph,,Hiya Homah
comment,2013-07-25T11:25:40+00:00,Barney,,I think I'll just order a tab
exit,2013-07-25T12:05:55+00:00,Uder,,
high_five,2013-07-25T12:20:56+00:00,Homer,Uder,
